Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
M,1.45,1.1125,0.45,25.86891875,11.15552825,5.8116475,7.597666,11
M,1.3125,1.0,0.3125,18.6256215,7.69688925,4.3941725,5.046211,10
I,0.75,0.525,0.1875,3.005047,1.17650425,0.75126175,0.9922325,5
M,1.4375,1.125,0.3625,25.44367625,10.149121,5.71242425,7.654365,9
I,1.2625,0.9625,0.3125,16.42853525,7.75358825,3.175144,5.10291,9
I,1.2375,1.0,0.375,17.519991,7.24329725,3.9972795,6.520385,8
M,1.4375,1.1125,0.3875,27.6974615,13.84873075,5.34388075,7.2291225,11
I,0.775,0.5875,0.2125,3.41611475,1.54504775,0.75126175,1.13398,6
M,1.5625,1.1375,0.325,27.499015,13.097469,5.2446575,8.3631025,10
M,1.575,1.2625,0.4,35.096681,14.3731965,7.3992195,10.0640725,13
M,1.3875,1.0625,0.3375,24.84833675,13.53688625,5.7549485,5.6699,9
F,1.675,1.3625,0.475,38.00250475,14.89766225,8.68912175,11.1980525,17
F,1.45,1.1375,0.375,30.8159065,10.5176645,6.22271525,7.654365,11
I,1.2,0.925,0.3,14.55746825,6.8889285,2.87747425,4.3941725,8
I,1.3125,0.975,0.3125,18.89494175,8.83086925,4.32329875,5.37223025,9
I,1.4875,1.125,0.4125,25.3728025,11.226402,5.2446575,7.5126175,11
I,1.325,1.025,0.325,18.313777,8.788345,3.86970675,5.2446575,8
M,1.3875,1.0625,0.375,26.08154,10.77281,5.8116475,8.3631025,10
I,0.7,0.525,0.175,3.2601925,1.54504775,0.623689,0.9922325,4
M,1.125,0.8875,0.3,13.551061,5.10291,3.50116325,3.572037,14
I,1.525,1.175,0.425,29.95124675,13.93377925,7.654365,7.654365,9
I,1.2875,1.05,0.3125,18.6256215,8.4198015,3.7704835,4.3941725,9
I,1.125,0.825,0.275,10.95708175,4.8477645,2.5231055,3.40194,8
M,1.3125,1.0625,0.3875,22.55202725,10.21999475,4.01145425,7.83863675,9
M,1.6625,1.325,0.575,43.6298805,18.2287285,8.901743,13.891255,13
F,1.525,1.15,0.3625,32.16250775,14.3164975,7.52679225,7.654365,8
M,1.75,1.325,0.5,43.1762885,19.6462035,12.48795475,11.0846545,10
M,1.375,1.1375,0.4,28.05183025,11.679994,6.05261825,9.07184,16
F,1.6375,1.4125,0.4375,58.98113475,21.92833825,9.68135425,18.0019325,18
I,1.3375,1.05,0.325,22.89222125,8.29222875,5.82582225,7.087375,13
M,1.525,1.2,0.5,36.967748,16.42853525,8.164656,10.3475675,15
I,0.5,0.45,0.1375,1.77184375,0.8788345,0.1984465,0.396893,5
M,1.5375,1.175,0.45,32.205032,12.7856245,9.19941275,8.50485,13
F,1.4125,1.1625,0.4125,32.205032,15.4504775,5.6982495,8.6465975,10
F,1.525,1.2125,0.375,34.0477495,18.9091165,7.81028725,8.221355,12
M,1.525,1.2125,0.4125,32.431828,12.68640125,6.90310325,9.922325,10
F,1.2875,0.95,0.3125,18.86659225,9.8372765,4.082328,4.3941725,8
M,1.6125,1.25,0.4125,36.69842775,17.42076775,8.60407325,9.19941275,10
M,1.5625,1.25,0.4,34.7848365,13.93377925,7.47009325,10.489315,13
I,1.0625,0.775,0.2375,8.5898985,4.5642695,1.31825175,2.551455,7
M,1.5125,1.25,0.4375,36.0889135,15.989118,8.2497045,9.4970825,10
M,1.5875,1.275,0.4375,38.51279575,16.37183625,7.881161,12.3887315,11
F,1.75,1.35,0.4625,44.395317,17.70426275,10.262519,11.3398,11
I,0.4375,0.325,0.075,0.89300925,0.29766975,0.18427175,0.35436875,5
M,1.5,1.2,0.4,31.99241075,14.5432935,8.46232575,8.50485,9
F,1.375,1.075,0.375,23.28911425,9.87980075,4.86193925,7.35669525,10
F,1.4375,1.125,0.3625,26.365035,11.60912025,5.85417175,6.9456275,10
M,1.4625,1.125,0.375,24.153774,11.43902325,4.706017,6.3786375,9
M,1.5375,1.175,0.375,30.4190135,14.69921575,6.3786375,8.6465975,10
F,1.5625,1.2125,0.4125,36.514156,16.2442635,8.60407325,8.9300925,11
F,1.625,1.25,0.4625,32.98464325,14.5432935,8.03708325,9.752228,12
M,1.4375,1.0625,0.3875,24.99008425,10.21999475,6.93145275,7.75358825,10
F,1.625,1.275,0.4375,41.4753185,17.53416575,9.128539,11.4815475,14
M,1.375,1.0375,0.35,18.71067,7.7961125,4.89028875,5.386405,10
F,1.1875,0.9375,0.3,15.762322,9.2702865,2.42388225,3.40194,7
I,1.0875,0.8125,0.25,9.19941275,3.92640575,2.22543575,2.778251,8
M,1.7375,1.4,0.55,60.214338,32.78619675,11.29727575,18.0019325,13
I,1.1875,0.9,0.2625,12.2186345,5.06038575,2.08368825,4.1106775,9
M,1.4875,1.1375,0.3625,28.576296,13.9196045,5.8683465,7.7961125,9
F,1.125,0.9375,0.325,14.628342,5.386405,2.73572675,4.3941725,17
I,0.9125,0.7375,0.225,7.994559,3.18931875,1.7293195,2.16873675,6
M,1.6,1.2875,0.4125,35.19590425,15.705623,7.32834575,9.4970825,12
M,1.675,1.35,0.4875,57.606184,16.57028275,12.47378,17.349894,12
I,1.0,0.7875,0.2875,9.8372765,4.932813,2.08368825,2.551455,9
F,1.425,1.1375,0.4,26.01066625,11.07047975,5.88252125,7.087375,14
F,1.65,1.4125,0.5,49.90929475,19.617854,9.25611175,14.17475,11
F,1.475,1.1375,0.35,29.44095575,10.035723,6.95980225,7.93786,13
I,1.4375,1.175,0.3625,21.47474625,10.70193625,4.9044635,6.23689,11
F,1.475,1.1625,0.4,27.385617,11.0846545,6.95980225,7.93786,10
M,1.6125,1.2,0.4,33.46658475,12.48795475,8.901743,9.3269855,10
F,1.1625,0.875,0.2625,12.2186345,4.876114,3.0333965,3.8271825,16
F,1.8375,1.4125,0.5625,49.5265765,21.16290175,11.2547515,14.17475,11
I,1.2625,0.95,0.3625,18.92329125,5.0745605,4.422522,5.2446575,10
I,0.975,0.725,0.225,7.92368525,3.2601925,1.77184375,2.1829115,6
M,0.8625,0.5875,0.225,4.3941725,2.02698925,1.43164975,1.644271,7
M,1.75,1.375,0.4875,55.46579675,22.29688175,11.566596,14.78426425,11
I,0.9,0.675,0.225,6.19436575,2.84912475,0.963883,1.984465,6
I,0.85,0.6875,0.2125,5.8116475,2.65067825,1.48834875,1.871067,7
M,1.4125,1.1,0.3625,25.9397925,10.035723,5.48562825,10.6310625,13
M,1.45,1.125,0.4125,29.95124675,11.9918385,7.314171,8.9867915,13
M,1.2,0.9375,0.3,16.896302,7.27164675,3.98310475,4.57844425,10
I,1.2125,0.975,0.3125,16.2442635,7.427569,3.72795925,4.9611625,7
M,1.325,1.0625,0.3875,22.792998,8.788345,3.98310475,6.9456275,9
F,1.575,1.2125,0.45,35.25260325,13.16834275,8.731646,10.489315,11
F,1.575,1.2375,0.4375,35.98969025,15.762322,7.7961125,9.4970825,11
I,1.1625,0.9125,0.325,12.870673,5.37223025,2.26796,4.3941725,8
M,1.7,1.3125,0.45,43.3463855,21.64484325,8.83086925,11.4106738,10
F,1.2625,0.9625,0.375,18.46969925,8.83086925,4.7343665,5.6699,11
M,1.55,1.2125,0.3875,30.4190135,13.9196045,6.0951425,8.50485,9
I,0.3625,0.325,0.1125,0.8221355,0.35436875,0.26932025,0.226796,4
F,1.4375,1.125,0.3875,26.7902775,10.6310625,6.2652395,8.9300925,14
F,1.5,1.1875,0.325,24.1821235,13.11164375,4.9044635,5.0178615,10
F,1.45,1.1125,0.3875,30.0221205,12.6722265,5.8683465,9.922325,11
I,0.5125,0.375,0.1125,1.80019325,0.38271825,0.226796,0.3118445,4
I,1.2625,1.0,0.3,18.71067,7.824462,3.86970675,5.386405,8
M,1.45,1.1375,0.375,31.62386725,15.762322,6.123492,7.7961125,8
M,1.5875,1.2375,0.4375,38.838815,16.839603,7.47009325,13.1825175,10
F,1.425,1.1,0.3875,26.01066625,12.79979925,6.2652395,6.3786375,9
F,1.4,1.125,0.3625,25.344453,11.43902325,6.23689,7.7961125,9
F,1.4125,1.075,0.3875,28.22192725,12.1619355,6.690482,7.5126175,9
I,0.5,0.3875,0.125,1.54504775,0.60951425,0.340194,0.38271825,3
M,1.5,1.15,0.35,24.323871,9.62465525,5.17378375,7.7961125,9
I,0.9875,0.7875,0.225,8.17883075,4.195726,1.80019325,2.324659,6
M,1.2625,0.975,0.3125,17.76096175,8.46232575,3.7137845,4.9611625,10
M,1.3125,1.0625,0.375,22.4244545,9.48290775,4.5642695,5.8116475,6
I,0.975,0.725,0.225,7.9662095,3.515338,1.6159215,2.1829115,7
F,1.5625,1.2375,0.375,30.1922175,14.10387625,6.123492,8.9300925,9
M,1.4,1.1,0.375,27.839209,13.11164375,6.2652395,7.5126175,8
I,0.7,0.525,0.175,2.83495,1.1056305,0.55281525,0.94970825,3
M,1.5375,1.1375,0.3375,30.43318825,13.5794105,7.32834575,7.5126175,12
M,1.3,1.025,0.4125,20.70930975,6.860579,5.0745605,6.0951425,12
F,1.5375,1.2,0.425,31.65221675,13.8062065,6.633783,8.9300925,10
I,1.1875,0.9125,0.3125,13.53688625,6.33611325,2.551455,3.345241,7
F,1.5,1.1625,0.375,28.81726675,13.9196045,5.8683465,7.5126175,9
I,1.4,1.15,0.3875,24.70658925,10.64523725,6.0951425,7.087375,8
I,1.325,1.075,0.325,23.71435675,11.94931425,4.7343665,6.87475375,10
M,1.5125,1.225,0.3375,30.3623145,12.8423235,5.8116475,9.99319875,10
F,1.5,1.15,0.3875,28.36367475,9.525432,7.540967,8.3631025,13
F,1.55,1.2125,0.475,33.40988575,13.87708025,4.91863825,9.355335,21
M,1.525,1.1875,0.4375,32.13415825,16.612807,6.7188315,6.9456275,11
I,0.9,0.675,0.2125,6.23689,2.721552,1.45999925,1.984465,6
M,1.0125,0.775,0.25,8.958442,3.742134,1.51669825,2.4097075,6
F,1.4375,1.125,0.375,27.499015,13.19669225,6.02426875,6.9456275,10
M,1.575,1.2,0.4,30.900955,14.0330025,7.3992195,8.6465975,9
I,1.375,1.075,0.3875,22.2543575,8.561549,4.479221,7.2291225,11
I,1.525,1.2125,0.3875,30.40483875,13.99047825,6.16601625,8.9300925,9
I,1.5625,1.2875,0.4375,32.95629375,14.0330025,5.5281525,9.355335,12
F,1.5,1.125,0.4,24.38057,9.07184,5.5281525,7.087375,12
I,0.8375,0.6125,0.25,7.540967,3.04757125,1.77184375,1.70097,7
F,1.5,1.25,0.425,31.638042,13.16834275,7.3992195,8.9300925,10
M,1.4875,1.1625,0.3875,30.51823675,11.226402,6.3786375,9.07184,16
I,0.9625,0.7125,0.2375,7.55514175,3.1467945,1.48834875,2.1262125,6
M,1.4,1.0875,0.4,22.92057075,9.11436425,5.59902625,7.087375,11
M,1.5,1.175,0.3375,25.0893075,14.78426425,4.7343665,5.386405,8
F,1.6125,1.25,0.4125,36.6559035,16.896302,8.731646,10.035723,13
F,1.5125,1.1875,0.3625,26.46425825,10.2341695,7.0023265,8.788345,10
M,1.6625,1.3125,0.3875,38.42774725,19.220961,8.5331995,8.6465975,9
M,1.0375,0.7625,0.2375,8.561549,4.309124,1.74349425,2.08368825,8
F,1.675,1.3,0.425,38.34269875,17.67591325,7.881161,10.3475675,13
F,1.3125,1.0125,0.325,20.25571775,9.00096625,4.082328,5.953395,10
F,1.55,1.2,0.4375,31.56716825,13.13999325,7.4559185,10.3475675,15
F,1.225,0.9625,0.3125,18.5689225,9.56795625,4.03980375,3.8271825,7
M,1.3125,1.0875,0.3,24.73493875,12.00601325,4.649318,6.3786375,9
F,1.2875,1.0,0.325,17.293195,8.54737425,3.81300775,5.216308,9
M,1.1625,0.95,0.325,12.870673,5.37223025,2.26796,4.3941725,11
F,1.4375,1.175,0.4125,27.8675585,12.3887315,6.78970525,8.29222875,9
I,0.625,0.4375,0.15,1.644271,0.623689,0.41106775,0.510291,5
M,1.2875,0.95,0.3125,14.75591475,4.9044635,3.40194,4.69184225,11
I,1.0125,0.75,0.3125,8.12213175,3.2601925,2.08368825,2.4097075,7
I,1.0125,0.7625,0.2625,10.3475675,4.74854125,1.80019325,2.28213475,7
M,1.2625,0.975,0.325,18.597272,9.07184,3.685435,4.3941725,9
I,1.075,0.8125,0.25,10.3475675,4.5075705,2.33883375,2.9766975,6
I,0.475,0.325,0.075,0.75126175,0.2551455,0.1417475,0.2551455,4
I,1.125,0.85,0.2625,12.74310025,5.74077375,2.42388225,3.40194,8
M,0.875,0.6625,0.275,8.674947,3.458639,1.70097,2.4097075,9
F,1.4875,1.1875,0.4125,30.674159,13.2392165,6.2085405,8.788345,10
M,1.5375,1.1875,0.4,35.9755155,16.329312,8.46232575,9.2135875,13
M,1.15,0.875,0.4,13.1825175,5.953395,2.778251,4.3941725,9
M,1.4875,1.1875,0.375,30.1922175,11.07047975,6.59125875,8.50485,16
I,0.6875,0.5125,0.175,2.83495,1.190679,0.89300925,0.850485,6
I,1.125,0.825,0.2875,11.94931425,5.37223025,2.0128145,3.40194,8
M,1.8,1.4375,0.5125,58.7685135,22.69377475,13.19669225,14.5999925,11
M,1.575,1.2375,0.3625,29.72445075,14.67086625,6.010094,8.788345,9
F,1.5125,1.175,0.45,33.92017675,13.04077,6.90310325,11.3398,18
I,1.1,0.8125,0.2875,12.99824575,5.45727875,2.70737725,3.118445,7
M,1.3,1.0125,0.3625,21.70154225,8.97261675,4.97533725,6.23689,9
I,1.1625,0.925,0.3,15.5071765,6.76135575,3.0333965,4.9611625,8
F,1.5375,1.2875,0.475,34.45881725,15.4504775,8.17883075,9.7805775,11
M,1.125,0.8375,0.2875,11.396499,4.9611625,2.4097075,3.8271825,11
F,1.7125,1.325,0.425,42.2124055,17.61921425,10.10659675,10.9145575,10
M,1.4125,1.1,0.3875,31.18445,15.80484625,5.93922025,7.087375,8
M,1.4375,1.125,0.3625,27.91008275,12.40290625,5.8683465,7.7961125,10
F,1.1875,0.9,0.3125,14.44407025,5.71242425,2.90582375,4.1673765,13
I,0.9625,0.7625,0.2125,7.98038425,3.55786225,1.48834875,1.74349425,7
M,1.225,0.9,0.35,15.35125425,6.16601625,2.6932025,5.386405,10
F,1.5375,1.1875,0.4,29.8520235,13.1258185,6.90310325,8.7599955,12
M,1.75,1.35,0.4375,49.90929475,20.8368825,10.70193625,15.26620575,10
F,1.3125,1.0,0.325,19.83047525,7.711064,4.32329875,4.9611625,8
M,1.575,1.1875,0.375,30.390664,12.2753335,8.43397625,8.9300925,12
F,1.5,1.1875,0.425,35.3518265,13.380964,6.95980225,11.3398,12
M,1.5,1.1625,0.4,26.2799865,10.4609655,7.4559185,7.2291225,11
F,1.1625,0.9125,0.275,14.16057525,6.16601625,2.90582375,3.35941575,9
I,1.1875,0.875,0.275,12.94154675,5.953395,2.9199985,3.685435,8
I,1.0375,0.7625,0.2625,10.02154825,4.4508715,2.11203775,2.83495,6
I,0.775,0.5625,0.2125,3.7704835,1.417475,1.13398,1.13398,6
F,1.4375,1.125,0.375,27.8675585,13.16834275,6.4920355,7.654365,9
M,1.1375,0.875,0.3,14.75591475,5.71242425,4.60679375,5.2446575,8
M,1.55,1.3,0.4125,45.982889,19.5895045,9.31281075,13.5227115,16
M,1.4125,1.1,0.375,27.28639375,12.40290625,5.4714535,8.3631025,9
F,1.675,1.35,0.4625,47.766187,21.3471735,9.525432,13.60776,12
I,1.15,0.9375,0.35,13.99047825,6.123492,3.2601925,3.7704835,9
F,1.625,1.3125,0.4375,38.48444625,12.71475075,9.05766525,13.1825175,16
I,1.125,0.875,0.2625,12.71475075,5.62737575,2.50893075,3.7137845,9
M,1.55,1.25,0.4375,33.6508565,16.4710595,6.42116175,9.4970825,10
F,1.6125,1.25,0.4375,32.16250775,12.0485375,7.0023265,10.0640725,11
M,1.425,1.1125,0.375,26.94619975,10.9145575,7.55514175,8.3631025,13
I,0.8625,0.65,0.225,5.57067675,2.83495,0.9922325,1.70097,6
M,1.5,1.2,0.425,31.75144,14.92601175,6.690482,8.9300925,10
F,1.675,1.325,0.45,43.1762885,17.33571925,10.53183925,11.3398,10
F,1.175,0.925,0.2625,13.8062065,5.42892925,3.86970675,4.3941725,7
M,1.5375,1.1875,0.375,27.54153925,13.93377925,6.98815175,8.9300925,10
M,1.2875,0.975,0.3125,18.370476,9.76640275,3.81300775,4.29494925,10
F,1.2,0.925,0.3,16.839603,6.73300625,3.96893,5.10291,12
M,1.725,1.35,0.4875,45.91201525,15.1102835,10.0073735,15.7339725,18
I,1.2125,0.875,0.325,12.984071,5.1312595,3.2034935,3.855532,8
M,1.675,1.3375,0.4625,41.40444475,16.96717575,7.41339425,14.78426425,10
F,1.575,1.2,0.425,35.76289425,13.437663,7.55514175,10.77281,12
I,0.925,0.6875,0.3,6.39281225,3.04757125,1.28990225,2.11203775,15
I,1.0875,0.85,0.3,11.80756675,4.2240755,2.67902775,3.2601925,8
M,1.6125,1.2,0.375,37.23706825,17.4349425,7.78193775,9.355335,11
M,1.5125,1.175,0.45,37.6197865,16.62698175,7.7394135,9.4970825,11
M,1.5875,1.2625,0.4625,38.328524,17.19397175,8.3064035,11.056305,13
M,1.625,1.3,0.4125,33.55163325,12.757275,6.4920355,11.3398,12
M,1.3,0.9875,0.325,18.71067,8.0796075,3.86970675,4.9611625,8
I,1.475,1.175,0.475,31.3261975,12.133586,6.67630725,13.891255,15
M,1.5,1.1375,0.4375,31.581343,12.8423235,7.35669525,9.7805775,10
I,0.4625,0.3375,0.1,0.86465975,0.4252425,0.21262125,0.283495,4
M,1.425,1.125,0.4,25.84056925,10.8011595,5.20213325,7.7961125,11
M,1.1625,0.925,0.325,14.458245,6.76135575,2.28213475,4.252425,8
M,1.175,0.8625,0.3,13.84873075,5.68407475,3.01922175,4.706017,10
F,1.6125,1.2875,0.4375,46.13881125,21.98503725,10.16329575,13.60776,13
M,1.4875,1.15,0.35,31.56716825,15.705623,6.6621325,8.3064035,8
I,0.5375,0.375,0.1375,1.48834875,0.7654365,0.35436875,0.4252425,5
M,1.625,1.3,0.4875,46.13881125,19.5328055,11.07047975,12.246984,11
F,1.5,1.1875,0.4375,27.08794725,10.70193625,7.427569,8.9300925,10
M,1.6,1.2125,0.4125,38.03085425,14.64251675,7.78193775,12.6155275,12
F,1.625,1.2875,0.4875,34.65726375,14.628342,5.71242425,10.9145575,11
F,1.45,1.1125,0.3875,27.37144225,12.57300325,5.8683465,8.0796075,10
I,0.7375,0.525,0.2125,3.5436875,1.190679,0.49611625,0.9922325,7
I,1.3375,1.05,0.3375,20.3265915,9.8939755,4.06815325,5.5281525,8
M,1.375,1.075,0.35,23.57260925,9.87980075,4.52174525,7.2291225,10
M,1.55,1.2125,0.425,32.715323,12.48795475,8.674947,10.2908685,13
M,0.775,0.5625,0.2,3.92640575,1.417475,0.963883,1.2757275,10
I,0.8625,0.6375,0.2,5.10291,2.59397925,1.14815475,1.8427175,6
I,0.5875,0.4375,0.1375,1.644271,0.737087,0.43941725,0.793786,5
M,1.6375,1.3125,0.45,38.90968875,16.9246515,7.6827145,10.44679075,13
I,1.0375,0.8125,0.25,8.618248,3.6003865,2.14038725,2.6365035,7
I,1.375,1.075,0.35,20.921931,9.6671795,4.706017,5.159609,8
F,1.45,1.125,0.425,22.75047375,9.36950975,6.1518415,6.3786375,13
M,1.5875,1.25,0.425,32.13415825,15.06775925,6.67630725,9.7805775,11
I,0.9875,0.75,0.225,7.9095105,3.798833,1.3891255,2.4097075,7
M,1.6375,1.2125,0.3875,35.6920205,15.77649675,7.47009325,10.3475675,14
M,1.2375,0.925,0.325,15.35125425,6.8322295,2.87747425,4.3941725,8
F,1.4625,1.1375,0.3375,27.499015,13.097469,5.2446575,7.5126175,9
I,1.0625,0.825,0.2875,12.9557215,5.14543425,2.99087225,3.5436875,8
M,1.1875,0.9,0.3125,13.53688625,5.953395,2.608154,4.252425,12
I,1.175,0.85,0.3,10.50348975,4.55009475,2.33883375,3.40194,7
M,1.025,0.775,0.2625,8.4198015,3.44446425,1.80019325,2.9199985,12
M,1.5625,1.25,0.4375,35.6920205,13.8062065,6.27941425,10.6310625,18
M,1.5375,1.2375,0.5,36.967748,16.839603,7.540967,10.5176645,10
I,1.55,1.175,0.35,27.952607,12.48795475,6.4920355,6.9456275,9
I,1.2125,1.0,0.3125,16.45688475,7.10154975,3.72795925,5.5281525,7
M,1.8125,1.4375,0.55,65.87006325,21.98503725,11.850091,17.57669,17
M,1.4625,1.1875,0.3625,27.62658775,13.25339125,5.8683465,7.427569,10
F,1.725,1.3125,0.45,50.8306535,22.69377475,9.525432,12.6155275,9
M,1.3375,1.0,0.3125,20.4399895,8.66077225,4.89028875,6.23689,12
I,0.75,0.5875,0.1625,3.92640575,1.644271,0.63786375,1.417475,6
M,1.55,1.25,0.4125,30.0221205,11.226402,7.200773,10.489315,11
M,1.575,1.3125,0.4375,35.62114675,13.9763035,8.0796075,9.4970825,12
F,1.325,1.025,0.4125,26.12406425,8.40562675,7.597666,8.50485,13
I,0.6,0.5125,0.175,2.0695135,0.8788345,0.52446575,0.7087375,4
I,1.325,1.025,0.35,18.4555245,7.9662095,4.12485225,5.6699,9
I,1.075,0.8375,0.3125,10.75863525,4.63514325,2.551455,3.24601775,9
M,1.2125,0.9375,0.3125,14.81261375,6.747181,3.95475525,4.819415,11
I,0.9,0.6625,0.2125,5.1312595,2.494756,1.03475675,1.5025235,7
I,1.0875,0.8125,0.25,9.19941275,4.06815325,2.16873675,2.19708625,7
F,1.6375,1.25,0.425,34.5013415,17.0097,8.3064035,8.0796075,11
I,1.2625,1.0,0.375,23.60095875,8.29222875,5.71242425,6.23689,11
F,1.725,1.35,0.4875,49.59745025,20.695135,10.41844125,13.60776,14
M,1.5125,1.2,0.3625,24.70658925,11.8784405,5.9250455,6.0951425,8
M,1.225,0.95,0.3625,15.4504775,6.67630725,3.1467945,4.6776675,9
F,1.4,1.0875,0.35,25.72717125,10.035723,4.52174525,8.0796075,9
M,1.575,1.175,0.375,31.1561005,14.571643,6.59125875,8.83086925,12
F,1.6,1.275,0.4,37.194544,15.43630275,8.85921875,10.3475675,10
M,1.5,1.1875,0.425,30.94347925,12.8423235,6.27941425,8.50485,15
F,1.575,1.25,0.3625,34.529691,17.519991,6.2652395,7.654365,9
M,1.4375,1.125,0.375,24.84833675,10.75863525,6.973977,8.1363065,12
I,0.975,0.7125,0.225,7.144074,3.01922175,1.757669,2.1262125,8
M,1.6125,1.275,0.4125,35.22425375,17.08057375,8.4198015,11.3398,10
M,1.6875,1.35,0.4625,44.9906565,16.159215,9.9506745,12.190285,18
F,1.55,1.1625,0.4625,31.90736225,10.58853825,7.200773,11.1980525,16
M,1.5625,1.2125,0.4125,33.26813825,14.89766225,7.27164675,7.654365,9
M,1.2,0.925,0.3375,15.15280775,7.314171,3.44446425,3.96893,9
I,0.4625,0.3375,0.1,0.83631025,0.3118445,0.18427175,0.1984465,5
F,1.575,1.275,0.475,38.82464025,16.51358375,8.94426725,11.5949455,9
M,1.2125,0.9625,0.325,18.80989325,6.8322295,3.7704835,5.953395,13
I,0.375,0.325,0.0625,0.680388,0.18427175,0.09922325,0.226796,5
I,0.6375,0.45,0.1375,2.438057,0.66621325,0.510291,0.7087375,5
F,1.775,1.3625,0.4125,54.0624965,24.73493875,12.94154675,13.4660125,10
M,0.875,0.6375,0.2,5.45727875,1.984465,1.304077,1.70097,7
M,1.5,1.1375,0.375,36.85435,16.54193325,9.28446125,9.2135875,10
M,1.4375,1.125,0.35,24.9192105,10.0640725,5.37223025,7.087375,14
I,1.475,1.15,0.4,28.803092,11.736693,6.2652395,6.9456275,8
I,1.075,0.8375,0.2625,10.3475675,3.72795925,2.26796,3.40194,7
M,1.475,1.1375,0.375,24.76328825,11.736693,4.932813,6.80388,11
I,1.1,0.875,0.25,12.927372,5.40057975,2.45223175,3.685435,7
M,0.85,0.6375,0.2,5.10291,2.26796,1.09145575,1.5592225,7
M,1.65,1.3625,0.4875,42.2124055,16.96717575,9.241937,14.74174,14
M,1.5,1.225,0.45,32.98464325,13.6928085,6.917278,10.0640725,12
F,1.125,0.9,0.3,12.48795475,5.23048275,2.62232875,4.3941725,10
M,1.1,0.7875,0.25,12.43125575,5.74077375,2.48058125,3.5436875,10
M,1.5125,1.2125,0.375,33.38153625,11.75086775,7.64019025,9.7805775,14
M,1.45,1.1375,0.4125,28.8314415,12.6155275,5.51397775,10.0640725,10
M,1.475,1.175,0.4125,34.5580405,14.86931275,7.7961125,10.44679075,10
F,1.6125,1.225,0.4,35.72037,17.50581625,8.83086925,8.731646,9
I,0.825,0.6125,0.1875,4.91863825,1.68679525,0.86465975,1.417475,6
F,1.5875,1.2,0.4375,36.4291075,17.81766075,7.10154975,9.07184,11
M,1.6,1.3,0.45,43.02036625,20.97863,8.60407325,11.3398,10
F,1.7125,1.375,0.4375,48.94541175,16.839603,10.39009175,14.17475,18
I,0.85,0.625,0.2125,5.17378375,1.99863975,1.06310625,1.70097,7
I,0.675,0.4875,0.15,3.1467945,1.190679,0.63786375,0.80796075,6
I,0.9,0.675,0.2,5.34388075,2.39553275,1.09145575,1.5592225,6
I,1.4125,1.15,0.4,35.13920525,15.592225,6.56290925,10.77281,14
I,0.95,0.75,0.225,8.561549,3.40194,1.91359125,2.551455,7
M,1.5875,1.2125,0.4125,36.117263,14.628342,8.221355,8.0796075,12
F,1.3125,1.05,0.3875,22.2543575,9.865626,5.74077375,6.9456275,9
I,1.075,0.8125,0.2625,11.5949455,4.74854125,2.87747425,3.3168915,7
I,0.7375,0.55,0.15,2.381358,0.9922325,0.396893,0.9922325,5
I,0.9625,0.75,0.25,7.81028725,3.69960975,1.7293195,2.05533875,6
F,1.1875,0.875,0.325,13.39513875,5.71242425,3.47281375,4.1106775,8
M,1.4625,1.2125,0.4125,28.519597,12.927372,6.36446275,7.5126175,10
I,0.8,0.6,0.1875,4.2807745,1.74349425,1.00640725,1.8427175,6
M,1.4625,1.125,0.325,26.3366855,10.77281,6.10931725,8.37727725,11
F,1.3875,1.0875,0.4875,28.2077525,11.12717875,6.67630725,10.489315,19
I,0.975,0.725,0.25,7.55514175,2.90582375,1.60174675,2.4097075,7
M,1.6625,1.3125,0.425,38.82464025,16.68368075,9.015141,11.90679,13
M,1.1125,0.8625,0.275,10.3475675,4.06815325,2.8066005,3.33106625,10
M,1.4375,1.0875,0.325,28.64716975,10.432616,6.293589,8.50485,13
F,1.575,1.225,0.3875,34.9549335,16.34348675,7.3425205,9.07184,11
I,1.25,0.9625,0.35,17.293195,7.9095105,4.025629,5.6699,9
I,1.375,1.05,0.3,19.66037825,9.07184,4.2240755,5.2446575,9
M,1.275,0.975,0.3,17.349894,9.2702865,4.252425,3.96893,8
F,1.575,1.2125,0.4125,35.76289425,17.1514475,7.32834575,8.9300925,10
F,1.2,0.8875,0.325,18.824068,10.9145575,3.72795925,3.8271825,7
I,0.5875,0.4375,0.1375,1.82854275,0.83631025,0.41106775,0.56699,5
I,1.1125,0.8625,0.275,11.850091,5.1312595,1.97029025,3.2034935,7
M,1.2,0.925,0.3,15.40795325,6.917278,3.9405805,3.8271825,10
M,1.4625,1.1125,0.425,27.4139665,8.51902475,3.7137845,9.07184,20
F,1.425,1.1125,0.4125,28.5479465,8.845044,6.44951125,8.221355,14
M,1.6125,1.275,0.475,42.14153175,16.93882625,8.391452,12.0485375,18
F,1.075,0.875,0.225,11.2547515,4.46504625,2.5231055,3.40194,8
F,1.45,1.1125,0.375,28.8314415,13.50853675,6.577084,6.23689,10
I,1.325,1.0125,0.3125,21.72989175,8.71747125,5.57067675,5.386405,9
M,1.375,1.0125,0.325,19.57532975,8.51902475,4.32329875,5.2446575,11
F,1.4875,1.1625,0.4375,36.10308825,15.35125425,8.7599955,11.056305,11
M,1.3125,1.0375,0.35,18.27125275,8.0796075,4.706017,5.6699,8
